nrow,ncol,value,Estimate,Est.Error,Q2.5,Q97.5,upper,lower,z_score
1,2,0.0005785921,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-3.73953568120535
2,3,0.0135864832,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.48218983733514
3,4,0.0136921624,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.47197486075807
4,5,0.0055452865,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-3.2594538206174
57,58,0.009272816,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.89914993363847
58,59,0.0127840909,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.55974926766881
90,91,0.0176907495,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.08547048177092
91,92,0.0177821339,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.07663724395771
141,142,0.0164027149,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.20997221219139
142,143,0.009295499,0.0391902404002539,0.000112550785974679,0.0351488609801387,0.0432316198203691,FALSE,TRUE,-2.89695738946991
1,3,0.0002211411,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-3.06216325458318
2,4,0.0060864273,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-2.00330475250124
4,6,0.0056534029,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-2.08147852815586
11,13,0.0305113881,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,TRUE,FALSE,2.40612669282158
18,20,0.0045481511,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-2.28100933116618
56,58,0.0049537649,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-2.20778398357926
58,60,0.0037504262,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-2.42502238762837
90,92,0.0297658131,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,TRUE,FALSE,2.27152824344161
91,93,0.0052603183,0.0176479360855686,7.85287322135306e-05,0.0136128485895385,0.0216830235815988,FALSE,TRUE,-2.15244198271797
1,4,0.0002730748,0.00888115754686575,6.35590565956664e-05,0.00484813081045229,0.0129141842832792,FALSE,TRUE,-2.25533006094575
2,5,0.0358711567,0.00888115754686575,6.35590565956664e-05,0.00484813081045229,0.0129141842832792,TRUE,FALSE,6.5313566649965
4,7,0.0012919897,0.00888115754686575,6.35590565956664e-05,0.00484813081045229,0.0129141842832792,FALSE,TRUE,-2.00383094782374
5,8,0.0010985993,0.00888115754686575,6.35590565956664e-05,0.00484813081045229,0.0129141842832792,FALSE,TRUE,-2.05156556637364
56,59,0.0187713311,0.00888115754686575,6.35590565956664e-05,0.00484813081045229,0.0129141842832792,TRUE,FALSE,2.31060086591937
141,144,0.0183920126,0.00888115754686575,6.35590565956664e-05,0.00484813081045229,0.0129141842832792,TRUE,FALSE,2.21697355087984
1,5,0,0.00491793844279159,4.6368711958148e-05,0.000886743429226717,0.00894913345635647,FALSE,TRUE,-2.2483509862601
2,6,0.0161929941,0.00491793844279159,4.6368711958148e-05,0.000886743429226717,0.00894913345635647,TRUE,FALSE,4.71253092321648
4,8,0.0002294631,0.00491793844279159,4.6368711958148e-05,0.000886743429226717,0.00894913345635647,FALSE,TRUE,-2.14971169004233
55,59,0.0111308994,0.00491793844279159,4.6368711958148e-05,0.000886743429226717,0.00894913345635647,TRUE,FALSE,2.53648841966939
140,144,0.0126114373,0.00491793844279159,4.6368711958148e-05,0.000886743429226717,0.00894913345635647,TRUE,FALSE,3.17292720429196
156,160,0.0003148615,0.00491793844279159,4.6368711958148e-05,0.000886743429226717,0.00894913345635647,FALSE,TRUE,-2.1130014822829
57,62,0.0072711719,0.00295698354390781,3.51983063456781e-05,-0.00107332798797868,0.0069872950757943,TRUE,FALSE,3.19384069847701
17,129,0.0047125353,0.000127517240945863,1.19946157057876e-05,-0.00390173222183198,0.00415676670372371,TRUE,FALSE,3.98149005456836
18,130,0.0050377834,0.000127517240945863,1.19946157057876e-05,-0.00390173222183198,0.00415676670372371,TRUE,FALSE,4.29027239562983
